Failure Name,NGA_Link,Station Name,Stage,Debug Snapshot,Group Name,Failure_Id,SightingId,AxonSV Record Viewer,Signatures,hsdes_link,axon_link,Errors
da3171b6,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/da3171b6-9720-4b4f-8430-3a25b0a6cb56,ba05wvaw0287,PreTest,success,DefaultFlowBasicTest,da3171b6-9720-4b4f-8430-3a25b0a6cb56,,,['coverage_measure_prepare Failed Exit Code 1'],,,None
4f1eb576,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/4f1eb576-d6dc-4c01-bd53-433a1ace1696,ba05wvaw0272,PostTest,d51a40c4-1826-4a24-831e-48bad11670fe,DefaultFlowBasicTest,4f1eb576-d6dc-4c01-bd53-433a1ace1696,,https://axonsv.app.intel.com/apps/record-viewer/d51a40c4-1826-4a24-831e-48bad11670fe,"['HW.CFG.ERR', 'tposttest_projectend Failed Exit Code 1']",,,None
888f0e65,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/888f0e65-1e75-4469-b9b2-ad63e92f2a34,ba05wvaw0225,Test,success,DefaultFlowBasicTest,888f0e65-1e75-4469-b9b2-ad63e92f2a34,,,['FIV_GNR_D_AP_Sanity1_Pysec Failed TargetHang'],,,None
36687f76,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/36687f76-6d3d-402e-afd3-55b2fb81119f,ba05wvaw0287,PreTest,success,DefaultFlowBasicTest,36687f76-6d3d-402e-afd3-55b2fb81119f,,,['coverage_measure_prepare Failed Exit Code 1'],,,None
74e59cc5,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/74e59cc5-d7c5-456a-9994-099af352a073,ba05wvaw0266,PostTest,25332ec0-6820-46e4-8eb6-41ebbc0d3735,Vtd,74e59cc5-d7c5-456a-9994-099af352a073,,https://axonsv.app.intel.com/apps/record-viewer/25332ec0-6820-46e4-8eb6-41ebbc0d3735,"['HW', 'HW.ERR', 'HW.CORR', 'HW.CFG.ERR', 'hposttest_projectend_moka Failed Exit Code 1831']",,,None
fa8d70ae,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/fa8d70ae-51bc-4c80-919c-46dac50407fd,ba05wvaw0272,PostTest,2fc0d5b8-d5d3-4645-b35c-3cea58e6dbfd,DefaultFlowBasicTest,fa8d70ae-51bc-4c80-919c-46dac50407fd,,https://axonsv.app.intel.com/apps/record-viewer/2fc0d5b8-d5d3-4645-b35c-3cea58e6dbfd,"['HW.CFG.ERR', 'tposttest_projectend Failed Exit Code 1']",,,None
f0208004,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/f0208004-525a-4a08-8b04-f0bf3c81ed8d,ba05wvaw0287,PreTest,success,Mesh,f0208004-525a-4a08-8b04-f0bf3c81ed8d,15016194618.0,,['coverage_measure_prepare Failed Exit Code 1'],,,None
afd64e24,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/afd64e24-0449-460b-abec-01ec2688d243,ba05wvaw0287,PreTest,success,Mesh,afd64e24-0449-460b-abec-01ec2688d243,15016194618.0,,['coverage_measure_prepare Failed Exit Code 1'],,,None
fcb731a5,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/fcb731a5-6849-4b0a-a20d-834880f3ac09,ba05wvaw0287,PreBoot,success,DefaultFlowBasicTest,fcb731a5-6849-4b0a-a20d-834880f3ac09,,,['HPreboot_VirtualEnvChk Failed Exit Code 1'],,,None
f888f208,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/f888f208-fe7b-4e96-8d3e-2f411fb54b5b,ba05wvaw0272,PostTest,ab6e1dc9-2d4b-4307-9a23-bb892f0da832,DefaultFlowBasicTest,f888f208-fe7b-4e96-8d3e-2f411fb54b5b,,https://axonsv.app.intel.com/apps/record-viewer/ab6e1dc9-2d4b-4307-9a23-bb892f0da832,"['HW.CFG.ERR', 'TPostest_ProjectEnd Failed Exit Code 2']",,,None
